id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
8657	intelligent	0.8081	0.0409	2	168	399	36	2022.7222	29.5556	1.3967
8741	intelligent reflecting surface	1.0837	-0.6221	2	133	303	26	2023.3077	26	1.9056
8742	intelligent reflecting surface (irs)	1.0041	-0.7801	2	84	221	21	2023.381	18.4762	1.2027
8763	intelligent sensors	-0.3047	-0.4353	1	162	309	32	2022.1562	22.375	0.8228
8783	intelligent transportation system	0.1061	-0.138	1	68	103	16	2021.6875	27.5625	0.9341
8785	intelligent transportation systems	-0.116	-0.2744	1	145	250	28	2021.75	50.7143	1.88
8791	intelligent vehicles	0.068	-0.5025	1	64	81	9	2021.6667	57.2222	1.3836
8839	interference	0.6326	-0.5932	2	253	660	67	2022.7463	44.3433	1.6207
8842	interference cancellation	1.0083	-0.4343	2	50	73	6	2023.6667	33.1667	2.4357
8854	internet	-0.1777	0.289	3	962	18485	2224	2021.8642	34.6178	1.2333
8872	internet of everything	0.5769	0.8331	6	60	85	8	2022.75	58.75	2.798
8873	internet of everything (ioe)	0.3105	-0.0488	5	74	95	9	2022.1111	48.3333	2.151
8884	internet of medical things	-1.0838	-0.2594	1	79	126	19	2023.3158	34	2.132
8885	internet of medical things (iomt)	-0.9805	-0.22	1	112	221	22	2022.0909	45.5909	1.6299
8904	internet of things	-0.0106	-0.0664	1	991	21778	2470	2022.1166	29.0453	1.1271
8905	internet of things (iot)	-0.1164	-0.0375	1	810	7261	830	2021.7819	58.9373	1.4982
8916	internet of things (iot) networks	0.5416	-0.4085	2	61	75	7	2022.1429	34.1429	1.2877
8960	internet of vehicles	-0.1622	0.4734	4	196	455	56	2022.8036	22	1.5752
8961	internet of vehicles (iov)	0.4328	-0.0271	6	189	445	43	2022.814	45.7442	2.2251
8978	internet-of-things	-0.1855	-0.2206	1	211	384	53	2021.5472	23.8491	0.8948
8979	internet-of-things (iot)	-0.1511	0.2238	4	83	129	21	2020.8095	30.5238	0.6423
8993	interoperability	-0.5882	0.059	3	122	239	30	2021.8667	10.6	0.4591
9024	intrusion detection	-0.9457	-0.1011	4	260	884	101	2022.2574	43.8812	1.7116
9029	intrusion detection system	-1.0802	0.0341	4	58	105	19	2022.7368	14.4737	1.0888
9030	intrusion detection system (ids)	-0.9075	-0.4026	4	57	102	13	2023	36.6923	1.6339
9059	iomt	-0.7908	0.2726	3	68	88	12	2022.0833	22	1.4972
9069	iot	-0.2648	0.1009	3	906	11088	1493	2022.0047	30.1614	1.14
9081	iot applications	-0.2998	0.7676	5	99	202	29	2022.1034	52.8621	1.684
9112	iot devices	-0.8555	0.2684	4	80	110	16	2022.0625	37.5	1.2241
9145	iot networks	0.9566	-0.0005	2	118	221	26	2023.1154	15.5385	1.4145
9159	iot security	-0.9295	0.0899	4	122	239	39	2021.9744	32.5897	1.0029
9186	iot systems	-0.6271	0.7527	3	61	89	7	2022.1429	41	2.1882
9226	iov	0.0236	0.8973	8	86	154	17	2022.2353	33.2353	1.8919
9233	ip networks	0.0656	0.4029	6	77	112	11	2022.0909	23.1818	0.7052
9261	issues	-1.0804	0.1277	4	132	333	38	2020.9737	25.7368	0.5609
9277	jamming	0.9371	-0.7432	2	89	185	15	2022.7333	22.8667	1.4389
9291	job shop scheduling	0.7517	0.4921	5	164	471	40	2022.9	29.95	1.446
9311	joint optimization	0.8339	0.3785	2	247	757	75	2021.9867	44.4267	1.4817
9318	joint resource allocation	1.2158	-0.4241	2	58	99	10	2021.7	35	1.1185
9370	kernel	-0.5948	-0.7316	1	70	97	12	2023	3.3333	0.2196
9375	key	-1.0665	0.2252	4	58	80	10	2020.9	55	1.5436
9376	key agreement	-1.2505	0.4029	4	53	121	15	2022.6	10.4	0.8222
9379	key agreement scheme	-1.1727	0.2534	4	59	127	16	2021.625	18.1875	0.9477
9389	key management	-1.1674	-0.0721	4	59	102	9	2020.8889	216.1111	3.4849
9406	keyword search	-1.3549	0.134	4	40	85	14	2022.4286	17.9286	1.4992
9426	knowledge distillation	-0.3608	-0.7267	1	61	95	14	2023.7857	7.3571	0.6382
9456	kubernetes	-0.4596	0.8206	3	75	172	28	2022.6071	12.1786	0.6273
9535	latency	0.5581	0.3447	5	354	1282	141	2022.2766	28.0142	1.0058
9542	latency minimization	1.3941	-0.4473	2	91	159	16	2023.375	17.25	0.8174
9613	learning (artificial intelligence)	0.549	0.5611	6	58	74	8	2021.375	32	0.6619
9616	learning approach	-0.7557	0.1102	4	124	196	16	2022.3125	82	2.5964
9641	legged locomotion	-0.2343	-0.7262	1	46	70	10	2023	14	0.4816
9674	licenses	-0.4192	0.5121	3	85	126	10	2020.9	37	0.9302
9675	lidar	-0.1193	-0.8146	1	55	80	10	2022	20.1	1.0099
9679	lifetime	0.2788	0.2249	5	78	113	17	2020.3529	12.2941	0.4263
9702	lightweight	-1.1274	0.1473	4	153	418	53	2022.717	18.9057	1.1044
9778	linear programming	0.5426	-0.0119	5	77	104	11	2022.1818	10.1818	0.5447
9830	load balance	0.8974	0.352	2	57	78	9	2021.7778	78	1.5935
9832	load balancing	0.412	0.7782	5	202	604	84	2022.4048	19.25	0.9062
9846	load management	0.1712	0.4481	5	176	400	34	2022.5294	36.5588	1.2077
9847	load modeling	0.2228	-0.5294	1	153	348	32	2023.2188	19.2188	1.4522
9882	localization	-0.0967	-0.6322	1	137	236	39	2021.8462	19.9487	0.8893
9885	location	0.0617	-0.5567	1	62	100	17	2020.4118	13	0.4847
9887	location awareness	-0.1777	-0.7803	1	84	137	17	2022.6471	7.7059	0.4178
9894	location privacy	-0.2812	0.2806	4	109	175	21	2021.3333	28.7143	1.2148
9912	logic gates	-0.1592	-0.3399	1	262	635	64	2022.25	23.5	0.9495
9926	long short term memory	-0.0682	-0.4968	1	109	160	15	2024.2667	10.7333	0.8723
9929	long short-term memory (lstm)	-0.6282	-0.6118	1	71	92	10	2021.6	30.8	1.0988
9956	lora	-0.1486	-0.7072	1	99	170	26	2022.4615	12.1923	0.659
9961	lorawan	-0.2493	-0.3762	1	85	142	22	2022.5909	11.4091	0.5483
9990	low earth orbit satellites	1.1316	0.3828	2	158	544	44	2023.9773	20.25	1.7346
9995	low latency	0.0427	0.2218	3	114	165	18	2021.4444	43.7778	1.0406
9996	low latency communication	0.0824	-0.0155	3	135	232	22	2023.7727	11.5	1.7556
10040	low-latency	0.0858	0.4466	3	176	311	30	2022.2	64.9333	2.5479
10050	low-power	-0.5075	-0.2763	1	96	158	21	2021.6667	48.3333	1.6922
10089	lstm	-0.2898	-0.645	1	103	166	32	2021.9375	27.375	1.425
10093	lte	0.1676	-0.0064	3	89	129	22	2020.1818	15.7273	0.5064
10107	lyapunov optimization	1.2283	-0.0348	2	225	816	88	2022.3523	29.25	1.2098
10131	machine	-0.4487	-0.3753	1	138	223	34	2021.5588	26.4706	0.9865
10138	machine learning	-0.5097	-0.2091	1	623	3344	416	2022.0577	43.75	1.6909
10139	machine learning (ml)	-0.4435	-0.1641	1	188	366	38	2022.8684	34.4474	1.8657
10142	machine learning algorithms	-0.7687	-0.4204	1	103	170	16	2022.375	10.125	0.5395
10213	maintenance	-0.1534	-0.5673	1	54	83	13	2022.0769	78.6923	3.9921
10217	makespan	0.4169	1.0195	5	61	146	13	2023.1538	25.3846	1.5689
10229	malware	-0.6782	-0.3068	1	62	93	13	2022.5385	12	0.9353
10235	malware detection	-0.9474	0.0018	4	71	109	14	2022.6429	26.7143	1.1238
10244	management	-0.0041	0.4737	3	682	5004	526	2021.7395	49.097	1.5845
10266	manufacturing	-0.6348	-0.05	3	115	223	19	2021.8421	45.0526	1.5133
10289	mapreduce	0.0586	0.2761	3	63	75	9	2022.2222	17.8889	0.6183
10327	market research	-0.3207	-0.0125	3	80	108	9	2021.4444	61.3333	1.7552
10339	markov decision process	0.6686	-0.0255	2	90	153	22	2022.4545	17.6364	0.802
10340	markov decision process (mdp)	1.0459	0.0418	2	57	95	11	2021.1818	94.3636	2.0922
10351	markov processes	0.6272	-0.2338	6	94	154	14	2022.1429	24.7857	0.9457
10377	massive iot	0.2808	-0.1151	3	75	94	9	2023.2222	5.6667	0.5745
10382	massive mimo	0.5794	-0.1157	2	152	257	26	2022.5385	36.2308	1.9828
10399	matching theory	0.8139	0.5005	2	85	149	16	2022.125	46.5	1.4697
10413	mathematical models	0.4162	-0.447	6	115	202	20	2023.75	9.1	0.5706
10438	maximization	1.1012	-0.2923	2	244	884	89	2022.3034	34.382	1.3422
10483	measurement	0.3091	-0.2315	2	219	399	41	2022.9756	16.4146	1.0956
10492	mec	0.6407	0.2552	2	389	1644	176	2022.8068	20.3864	1.3968
10500	mec networks	1.0288	0.6419	6	56	78	9	2023.1111	25.3333	1.9126
10521	mechanism	-0.092	0.3913	4	280	776	89	2022.4157	22.6966	1.2348
10524	mechanisms	-0.3199	0.6719	3	101	157	15	2021.4667	24.8	1.3663
10537	medical diagnostic imaging	-1.0681	-0.3115	1	87	135	11	2023.1818	53.1818	2.1541
10555	medical services	-0.8631	-0.1142	1	274	888	73	2022.8767	37.0274	2.6816
10579	memory	-0.5884	-0.2222	4	100	162	31	2022.2258	40.129	1.0247
10582	memory management	-0.5227	-0.6518	1	87	148	16	2023.25	11.75	0.8558
10588	memristor	-0.7582	-0.7433	1	50	84	17	2022.2941	11.3529	0.6466
10646	metaverse	-0.1595	-0.2666	3	108	172	15	2023.9333	25.1333	2.0178
10695	microcontrollers	-0.6947	-0.8113	1	57	77	10	2022.9	14.2	0.6677
10717	microservice	-0.5544	0.8606	3	64	121	19	2021.6316	19	0.852
10719	microservice architectures	-0.0106	0.5595	3	100	202	19	2023.7368	9.1053	0.9519
10734	microservices	-0.5774	0.6384	3	141	337	45	2021.9111	19.2444	0.9141
10746	middleware	-0.6772	0.4088	3	125	269	31	2019.8387	45.2258	1.0913
10748	migration	0.3286	0.826	3	179	416	41	2022.2683	28.7317	1.3153
10774	mimo	0.7729	-0.5706	2	107	168	18	2021.2778	55.6111	1.6125
10785	minimization	1.008	-0.3334	2	253	903	81	2022.8272	31.9877	1.5351
10839	mist computing	-0.755	0.5542	3	101	185	18	2021.4444	68.7778	1.5189
10889	mobile	0.4149	0.2869	2	484	2182	248	2021.4315	47.1734	1.435
10910	mobile blockchain	0.1192	0.677	4	69	108	13	2022.4615	30.5385	1.5683
10915	mobile cloud	-0.0249	0.7509	3	95	156	14	2021.1429	52.4286	1.2818
10916	mobile cloud computing	0.0373	0.7284	3	111	225	24	2020.5417	168.2917	2.4521
10917	mobile cloud computing (mcc)	-0.2595	0.8186	4	66	105	9	2019.6667	329	5.2034
10929	mobile computing	-0.089	-0.2383	1	498	1717	229	2021.3013	25.1703	0.6741
10938	mobile crowdsensing	-0.141	0.1608	4	74	114	15	2022.6	16.4	0.9126
10939	mobile crowdsensing (mcs)	-0.0651	-0.1411	4	59	87	9	2021.8889	21.8889	0.5366
10947	mobile devices	-0.3224	-0.2779	1	63	80	10	2019.5	78	1.6418
10948	mobile edge	-0.3204	0.8849	3	209	551	58	2021.6552	47.1897	1.3742
10954	mobile edge computing	0.7417	0.07	2	625	5144	701	2022.1655	36.9116	1.2918
10955	mobile edge computing (mec)	0.8824	-0.1869	2	501	3042	333	2022.5045	44.3814	1.4707
10990	mobile handsets	0.5591	0.2535	6	263	908	81	2021.7778	51.0617	1.7747
11048	mobile-edge	0.2013	0.7605	3	142	312	34	2022.1471	41.1765	1.6272
11053	mobile-edge computing	0.5045	0.2006	2	189	379	39	2021.5385	102.9744	2.1935
11054	mobile-edge computing (mec)	0.9742	-0.1181	2	392	1962	200	2022.11	47.625	1.7717
11074	mobility	0.2902	0.6735	3	208	479	60	2021.5	41.3833	1.182
11084	mobility management	0.2887	0.5148	3	97	153	13	2020.6923	163.9231	2.8443
11105	model	-0.2068	-0.0104	1	524	2087	289	2021.7889	24.8028	1.0109
11113	model compression	-0.2952	-0.8293	1	82	119	19	2023.5263	17.1579	1.1268
11164	models	-0.2841	-0.3024	1	168	342	40	2021.875	69.55	1.9621
11198	monitoring	-0.3774	-0.4145	1	388	1365	142	2022.6268	18.6549	0.9033
11210	monitoring-system	-0.7847	0.015	1	74	105	16	2021.25	24.25	0.7944
11278	mqtt	-0.7236	-0.1744	1	60	104	18	2021.6667	18.5556	0.5343
11321	multi-access edge computing	0.3638	0.359	2	406	1646	190	2022.6474	25.9842	1.1657
11322	multi-access edge computing (mec)	0.7512	0.1446	2	170	351	42	2022.5952	28.0476	1.2063
11334	multi-agent deep reinforcement learning	0.7976	0.4169	2	74	120	16	2023.4375	15.6875	0.6207
11342	multi-agent reinforcement learning	0.6536	-0.3449	2	82	121	15	2023.2667	17.1333	0.9191
11346	multi-agent systems	-0.0779	0.8097	3	63	90	17	2021.8824	17.2941	0.642
11458	multi-objective optimization	0.3924	0.4409	5	133	260	36	2023.2222	12.8056	0.9391
11556	multiaccess edge computing (mec)	0.717	-0.0449	2	298	974	90	2022.3778	34.1778	1.5282
11562	multiagent deep deterministic policy gradient (maddpg)	1.1976	-0.2039	2	66	120	10	2023.4	32.6	1.839
11565	multiagent deep reinforcement learning (madrl)	0.9179	0.2519	2	64	96	8	2023.75	25.125	1.8505
11575	multiagent reinforcement learning (marl)	1.0046	-0.1849	2	71	89	9	2023.8889	16	1.5469
11710	multiobjective optimization	0.5895	0.661	5	126	278	33	2022.1212	32.2424	1.3147
11770	multiple-access	0.7043	-0.2752	2	75	100	13	2021.9231	60.2308	2.5819
11830	multitasking	0.454	-0.109	5	77	115	11	2023.7273	8.8182	0.8057
11866	mutual authentication	-1.1144	0.4122	4	81	222	25	2022.16	23.76	1.0603
11880	named data networking	-0.09	0.7598	3	93	166	19	2021.4737	24.0526	0.7791
11917	nash equilibrium	0.781	0.6838	6	114	258	28	2022.1071	33.7857	1.977
11932	navigation	0.0275	-0.7217	1	106	161	17	2021.8824	30.5882	1.5702
11934	nb-iot	-0.5343	-0.4091	1	54	68	16	2021.9375	11.3125	0.7674
11966	network	-0.171	0.0117	3	466	1809	226	2022.1195	39.2743	1.4673
11971	network architecture	0.1309	0.4648	3	121	207	21	2021.5714	94.1905	2.0472
12006	network function virtualization	0.2798	0.7377	3	126	262	30	2021.2333	18.9667	0.5406
12007	network function virtualization (nfv)	0.2682	0.8389	3	92	178	22	2021.3636	62.7727	1.4779
12025	network management	0.0357	0.6282	3	55	77	7	2021	55.8571	1.3655
12056	network security	-0.6322	0.1176	4	90	155	22	2021.6818	33.4091	1.1417
12064	network slicing	0.1521	0.4082	3	199	477	44	2022.3182	61.5909	2.2742
12079	network topology	0.223	0.4816	5	149	274	25	2022.12	25.6	0.8545
12103	networking	-0.1829	0.4234	3	187	408	44	2020.8409	71.25	1.6779
12107	networks	0.4039	0.0362	2	766	6910	774	2021.9884	40.3514	1.4453
12122	neural network	-0.7461	-0.814	1	86	138	22	2022.2727	26	1.2752
12133	neural networks	-0.435	-0.5156	1	234	545	68	2021.9559	47.3971	1.4337
12137	neural-network	-0.5058	-0.5857	1	197	439	59	2022.3051	31.3898	1.9513
12139	neural-networks	-0.4831	-0.5291	1	229	462	57	2022.2807	59.4386	1.7377
12171	next generation networking	0.2188	0.3427	3	85	120	10	2021.9	59.4	2.3076
12177	next-generation	0.0815	0.5714	3	86	117	10	2021.3	53.6	1.7138
12191	nfv	-0.0472	0.6753	3	189	420	40	2020.875	66.675	1.8872
12232	noise	-0.4213	-0.6837	4	66	99	19	2022.2632	15.7368	0.3147
12245	noma	1.1453	-0.4487	2	291	1550	137	2022.8394	26.4453	1.3905
12247	noma-mec	0.9509	-0.2264	2	63	76	6	2022.6667	95.3333	2.4257
12284	non-orthogonal multiple access	1.0861	-0.4124	2	136	351	38	2022.8421	39.0263	1.6625
12285	non-orthogonal multiple access (noma)	1.2801	-0.5213	2	93	211	21	2022.619	23.6667	1.1218
12329	nonorthogonal multiple access (noma)	1.1666	-0.2702	2	129	371	35	2022	37.6286	1.2815
12333	nonorthogonal multiple-access	1.2409	-0.3548	2	162	557	52	2021.6923	44.0385	1.264
12376	numerical models	0.116	0.919	6	70	121	10	2022.2	13.7	0.6733
12397	object detection	-0.1063	-0.733	1	174	389	57	2022.614	22.4386	0.909
12403	object recognition	-0.3568	-0.3758	1	94	137	15	2023.3333	26.8667	0.8739
12437	of-the-art	-0.6291	0.3737	3	225	635	58	2021.6897	66.431	2.889
12439	ofdm	0.4662	-0.7736	2	57	79	10	2022.7	8.9	0.518
12454	offloading	0.4615	0.5252	6	303	986	101	2021.7228	41.7228	1.5377
12459	offloading decision	0.992	0.351	2	107	191	22	2022.9091	16.4545	0.9627
12472	offloading strategy	1.1517	0.3033	2	66	107	15	2023.2667	9.2667	3.6041
12537	online	-0.6723	-0.5146	1	66	96	16	2021.125	39.875	0.7435
12565	online learning	0.2716	-0.5231	1	129	250	30	2022.0333	24.0333	0.7761
12598	ontology	-0.6931	0.071	3	52	77	14	2020.1429	12.8571	0.4958
12630	openflow	-0.2183	0.6803	3	54	94	13	2020.9231	35.1538	0.5296
12676	opportunities	-0.0927	0.1386	3	194	421	41	2021.878	57.2683	1.7988
12722	optimal scheduling	0.8077	0.211	5	102	208	18	2023.1667	12.1667	1.3676
12739	optimization	0.6707	-0.0957	2	852	13370	1372	2022.6356	31.215	1.3682
12776	orchestration	-0.1376	0.7576	3	133	241	30	2021.9333	27.7667	1.0407
12842	outsourcing	-0.9405	0.5371	4	68	171	16	2022.3125	24.1875	0.9505
12908	paradigm	-0.1787	0.752	3	149	297	27	2021.2593	37.037	1.1195
12909	parallel	0.8136	-0.5164	2	66	94	11	2021.6364	43.3636	1.0102
12970	partial offloading	1.175	-0.0022	2	84	168	20	2023	28.3	1.5679
12992	particle swarm optimization	0.5217	0.4508	5	156	390	48	2022.5	25.2292	1.3108
12993	particle swarm optimization (pso)	0.8667	-0.1383	5	58	84	8	2023	57.75	1.7429
13002	partitioning algorithms	0.853	-0.4734	2	62	98	9	2023.3333	17.7778	0.7706
13022	path planning	0.4895	-0.502	2	89	137	15	2022.9333	20.0667	1.1809
13039	patient monitoring	-0.9589	-0.3427	1	66	94	7	2022.2857	19.1429	1.0528
13091	peer-to-peer computing	-0.3397	0.3552	4	236	656	61	2022.2787	30.4262	1.0604
13100	people	-0.348	-0.4517	1	48	68	12	2020.9167	22	0.6762
13108	performance	0.0716	-0.0835	1	415	1344	179	2021.8827	33.1955	1.0575
13109	performance analysis	0.3119	-0.2982	2	154	245	37	2021.5135	20.973	0.8574
13113	performance evaluation	0.0432	-0.4645	1	473	1935	193	2022.6632	19.3834	0.9517
13253	physical layer	0.1448	0.1523	2	72	90	9	2021.3333	53.4444	2.6833
13257	physical layer security	0.7126	-0.6268	2	90	171	19	2022.2105	24	1.0746
13267	physical unclonable function	-0.9477	0.05	4	58	86	10	2022.9	8.6	1.2418
13279	physical-layer security	0.5413	-0.7042	2	65	92	11	2021.2727	11.4545	0.6851
13306	pipelines	0.12	-0.6877	1	78	122	14	2022.8571	7.9286	0.2872
13310	placement	0.5053	0.4953	5	391	1617	180	2022.4278	20.7056	1.2039
13317	planning	0.5104	-0.1889	4	85	120	11	2021.5455	17.5455	1.0015
13334	platform	-0.5725	0.112	3	190	396	49	2020.898	34.6327	0.9204
13378	policy	0.4262	-0.0625	2	80	120	12	2022.3333	21.8333	0.9155
13444	potential game	1.1147	0.4498	2	74	152	15	2022.6	18.7333	1.2589
13450	power	0.5315	-0.4908	2	272	804	88	2021.9205	34.9886	1.0787
13453	power allocation	0.8771	-0.3301	2	198	482	44	2022.4773	29.4773	1.7093
13469	power control	0.9509	-0.5302	2	122	220	21	2022.7143	24.7619	1.1143
13471	power demand	0.1463	-0.5512	1	137	228	23	2022.0435	17.9565	0.5944
13523	power-control	0.8949	-0.0222	2	123	217	23	2022.2174	27.4783	1.1009
13548	precision agriculture	-0.7776	-0.3737	1	93	222	32	2021.9688	50.1562	1.5505
13563	prediction	-0.3431	-0.3066	1	286	760	110	2022.2818	18.6273	0.8705
13564	prediction algorithms	0.0524	-0.2732	1	171	325	29	2023.2069	11.5517	0.8457
13580	predictive maintenance	-0.667	-0.4482	1	109	227	29	2022.9655	20.7586	1.3583
13584	predictive models	-0.2316	-0.5904	1	264	750	76	2022.8026	23.4474	1.3096
13600	preservation	-0.4356	0.4479	4	66	93	12	2021.8333	25.5833	1.1646
13616	pricing	0.7757	0.5953	6	159	476	41	2023.1951	23.1707	1.0713
13652	privacy	-0.8206	0.1717	4	614	4544	468	2021.8974	46.3611	1.6112
13677	privacy preservation	-0.5329	0.0459	4	154	308	39	2022.641	34.6154	1.9321
13681	privacy preserving	-0.8559	-0.0496	4	126	262	29	2022.5862	21.7241	1.2001
13686	privacy protection	-0.7889	0.0777	4	145	331	45	2022.5778	29.5778	1.3678
13698	privacy-preserving	-0.9804	0.2223	4	146	371	49	2022.6735	24.1633	1.1368
13749	probabilistic logic	-0.0468	0.2802	4	75	99	10	2022.1	45.5	1.3521
13755	probability	1.0618	-0.0632	2	63	85	9	2021.6667	6.8889	0.2857
13762	process control	0.148	0.0991	3	88	127	11	2022.2727	15.3636	0.4931
13782	processor scheduling	0.7226	0.541	5	334	1644	142	2022.7394	28.0493	1.3188
13796	production	-0.5785	-0.1086	3	130	238	22	2022.3182	29.9545	1.3833
13799	production facilities	-0.5733	0.2744	3	83	116	12	2021.3333	29.1667	0.9023
13820	program processors	-0.5172	-0.5084	1	71	94	11	2023.0909	18.5455	0.9183
13864	proposals	-0.3513	0.4047	4	62	94	9	2023	18	1.5375
13872	protection	-0.8723	0.0988	4	137	246	32	2022.6875	14.875	0.9696
13874	protocol	-0.6102	0.3135	4	302	986	130	2021.3846	38.6308	1.0548
13881	protocols	-0.518	0.0978	4	384	1341	136	2022.3382	24.4412	1.0136
13883	prototypes	-0.4696	-0.3236	1	61	79	12	2022.25	8.6667	0.4636
13886	provably secure	-1.2846	0.3585	4	47	85	9	2022.4444	12.2222	0.71
13931	public key	-0.9953	0.3839	4	78	152	16	2022.125	20.5625	1.2204
13984	q-learning	0.3435	0.2139	2	123	190	25	2021.6	21.16	0.6681
13986	qoe	0.3071	0.5728	3	82	139	16	2021.75	24.6875	0.7817
13989	qos	0.6008	0.5452	2	181	387	47	2022.1702	39.3404	1.5455
14014	quality	-0.1226	0.2724	4	157	301	38	2021.3684	25.9737	0.9648
14023	quality of experience	0.5355	0.382	6	231	655	61	2022.1967	24.9016	1.1093
14024	quality of experience (qoe)	0.6269	0.6951	6	90	145	16	2022.125	17.3125	1.2965
14028	quality of service	0.2418	0.5515	5	467	2501	227	2022.4758	26.8899	1.2025
14029	quality of service (qos)	0.4609	0.8973	5	148	370	38	2022.9211	17.2895	0.8954
14048	quantization	-0.2453	-0.9869	1	71	124	17	2023.3529	11.7059	0.7925
14049	quantization (signal)	-0.2134	-1.0119	1	74	131	15	2023.2667	16.6	2.5189
14058	quantum computing	-0.0605	0.9307	5	71	116	13	2023.1538	30.6923	1.8088
14103	queueing analysis	0.8806	-0.2572	2	51	78	8	2022.875	6	0.2381
14116	queuing theory	0.5363	0.1276	6	99	165	15	2021.9333	28.1333	1.0062
14128	radar	0.2531	-0.9071	1	113	202	29	2022.7931	16.6897	1.0598
14141	radio	0.8631	0.0435	2	259	982	103	2021.3398	92.1845	1.7356
14146	radio access networks	0.9192	0.5663	6	109	175	14	2022.3571	94.3571	2.3236
14154	radio frequency	0.3054	-0.8555	1	106	181	18	2022.9444	14.6667	0.794
14243	raspberry pi	-0.8473	-0.2688	1	59	96	17	2021.1765	18.7059	0.4773
14250	rate maximization	1.1776	-0.6397	2	106	217	21	2022.5714	23.3333	1.362
14284	real-time	-0.418	0.175	3	153	253	34	2021.7059	24.0294	0.6237
14346	real-time systems	-0.0295	-0.3008	1	596	3089	291	2023.2131	14.7595	1.1812
14372	receivers	0.3733	-0.556	2	129	217	26	2022.8462	16.7692	1.0391
14380	recognition	-0.4009	-0.5121	1	190	381	58	2021.4655	32.1207	1.1607
14406	reconfigurable intelligent surface	1.1171	-0.7115	2	73	158	14	2023.6429	14.7857	0.8778
14407	reconfigurable intelligent surface (ris)	1.1833	-0.5821	2	103	271	27	2024.037	7.2963	1.0808
14408	reconfigurable intelligent surfaces	1.0739	-0.5206	2	129	304	23	2024.2174	8.1739	1.3904
14424	recurrent neural networks	-0.0769	-0.5819	1	82	98	12	2022.3333	10.4167	0.6548
14444	redundancy	0.4104	-0.4953	1	62	78	8	2023.75	8	0.3973
14450	reference architecture	-0.758	0.8699	3	53	74	8	2020.625	94.875	2.4661
14483	reinforcement	0.8841	0.2832	2	116	215	25	2023.12	10.2	0.8634
14485	reinforcement learning	0.5872	0.169	2	408	1761	202	2022.5792	42.1931	1.6226
14486	reinforcement learning (rl)	0.5565	-0.1581	6	158	327	34	2022.5	47.7647	2.1377
14497	relay	1.0204	-0.4699	2	76	102	13	2022.6154	17.9231	1.134
14509	relays	0.9187	-0.3681	2	205	489	40	2022.325	28.8	1.1725
14512	reliability	0.0922	0.1257	4	422	1457	148	2022.5203	31.1689	1.4251
14540	remote monitoring	-0.8052	-0.4782	1	67	89	11	2023.3636	10.7273	0.7545
14544	remote sensing	-0.4669	-0.7077	1	63	84	12	2022.3333	27.4167	1.2564
14555	rendering (computer graphics)	-0.0568	-0.3588	3	70	105	9	2022.4444	49	1.7175
14559	renewable energy	-0.0025	0.2943	3	102	165	16	2022	22.0625	1.0565
14561	renewable energy sources	0.5167	0.0717	2	94	133	11	2022.8182	18.4545	0.8075
14596	reputation	-0.0094	0.847	4	101	184	19	2022.1579	25.8947	1.1841
14619	requirements	-0.1065	0.0867	3	189	400	37	2021.973	45.8649	1.8999
14626	research issues	-0.3821	0.5306	3	144	303	25	2021.76	83.2	2.976
14646	resilience	0.3333	0.1563	6	99	163	15	2022.5333	19.3333	1.345
14655	resistance	-0.9413	-0.4796	1	62	86	13	2023.2308	6.3846	0.5099
14666	resists	-0.8278	-0.1632	4	60	97	10	2022.8	32.4	1.0587
14672	resource	0.5844	0.1178	2	217	497	48	2022.8542	31.3333	1.4451
14673	resource allocation	0.9825	0.2013	2	561	4604	494	2022.6802	36.7874	1.4875
14722	resource management	0.8971	0.1291	2	753	10418	896	2022.8326	29.4754	1.4184
14732	resource optimization	0.4897	-0.0048	2	118	184	19	2023.5263	11.6842	0.8655
14734	resource orchestration	0.494	0.706	5	80	107	9	2022.6667	22.6667	1.3798
14742	resource provisioning	0.3234	0.9274	5	105	197	17	2021.3529	61.2353	1.8734
14749	resource scheduling	0.6905	0.734	5	151	365	43	2023.0233	24.2791	1.4337
14767	resource-allocation	0.8317	0.1077	2	747	9127	932	2022.5933	36.3283	1.573
14790	resource-management	0.0379	0.344	3	233	560	48	2022.1042	75.125	2.2374
14795	resources allocation	1.4343	-0.0837	2	61	92	10	2021.9	39.9	1.6468
14843	review	-0.7777	-0.2697	1	53	78	7	2021.7143	71	2.2824
14845	reviews	-0.5262	-0.0852	3	153	237	15	2024.4667	6.6667	1.0752
14927	roads	0.2243	-0.2711	1	213	515	52	2022.6154	22.8077	1.1579
14937	robot sensing systems	0.0167	-0.892	1	77	119	12	2023	8.5	0.4292
14947	robotics	-0.5664	-0.0592	3	60	79	7	2022.4286	54	1.2801
14948	robots	0.0661	-0.8566	1	90	139	14	2022.7857	19.7857	0.734
14949	robust	0.2667	-0.7632	1	74	100	13	2021.8462	13.0769	0.6514
14962	robustness	0.0426	-0.3155	5	116	186	25	2022.92	11.68	0.5372
14999	routing	0.1601	0.2722	5	259	719	75	2022.24	21.6933	1.0301
15000	routing algorithm	-0.1504	0.5897	3	81	115	12	2022.25	31.9167	1.4417
15009	routing protocol	-0.3829	0.4313	3	105	172	23	2021.4348	52.5652	1.1959
